community,n,mean,median,std
173,1,0.3333333333333333,0.3333333333333333,
86,6,0.30189853719265486,0.3333333333333333,0.13130144551207348
81,2,0.29166666666666663,0.29166666666666663,0.05892556509887893
307,1,0.25,0.25,
329,1,0.25,0.25,
84,1,0.25,0.25,
72,3,0.22549019607843138,0.25,0.042452225675707764
46,43,0.2084479368121099,0.25,0.1541542379433411
56,30,0.19442806362311008,0.17647058823529413,0.12914986675641132
80,6,0.18170221304896228,0.21323529411764708,0.08445527250042667
315,1,0.17647058823529413,0.17647058823529413,
316,1,0.17647058823529413,0.17647058823529413,
236,1,0.17647058823529413,0.17647058823529413,
195,1,0.17647058823529413,0.17647058823529413,
261,1,0.17647058823529413,0.17647058823529413,
247,1,0.17647058823529413,0.17647058823529413,
314,1,0.17647058823529413,0.17647058823529413,
52,29,0.17401245481207048,0.1111111111111111,0.14598995822392644
50,34,0.17065321008136522,0.08187134502923976,0.2292670172997712
17,162,0.16896570444042064,0.17647058823529413,0.15021921836500485
99,4,0.16838665290677673,0.1437908496732026,0.12104060231932007
77,7,0.16508182220256523,0.17647058823529413,0.10148051042333121
70,16,0.16496942062925035,0.1111111111111111,0.13978868545922393
13,221,0.15503545963179208,0.1111111111111111,0.13260089291663182
58,28,0.14777884838145786,0.11455108359133127,0.14240325906350532
54,30,0.1469015676446017,0.1111111111111111,0.14952128634661657
57,29,0.1427914783578283,0.1111111111111111,0.15114061877482973
67,21,0.14105525251036086,0.1111111111111111,0.08560204777929849
14,202,0.13782847554649658,0.1111111111111111,0.13294991396191583
22,122,0.13347568845462565,0.1111111111111111,0.12287270856552834
94,4,0.13293343653250775,0.11455108359133127,0.09746254070791817
60,23,0.13171602032821578,0.05263157894736842,0.16567590068890092
39,58,0.13059736901415134,0.1111111111111111,0.11980362294418934
31,86,0.1264751310560944,0.08187134502923976,0.12824430570224077
51,32,0.12557895965403704,0.08187134502923976,0.15064689494101266
89,5,0.1255589955280358,0.1111111111111111,0.05224909415807931
32,79,0.12192814740136133,0.1111111111111111,0.11569789135109933
20,132,0.12132312132312133,0.1111111111111111,0.11348311121809015
49,33,0.12098800179295535,0.1111111111111111,0.09717348860510137
34,81,0.11799949149450355,0.05263157894736842,0.1284189953138845
29,97,0.11711665341456921,0.1111111111111111,0.12214499647849772
82,7,0.11704506363949088,0.1111111111111111,0.08829189636743377
40,56,0.11692067177748292,0.1111111111111111,0.1105131306800287
101,4,0.11659356725146199,0.08187134502923976,0.09311212867585525
65,21,0.11652906776745786,0.1111111111111111,0.11844589427170617
95,4,0.11601307189542484,0.1437908496732026,0.0832531974042941
128,2,0.11455108359133127,0.11455108359133127,0.0875674032429161
139,2,0.11455108359133127,0.11455108359133127,0.0875674032429161
15,187,0.11419171289868794,0.1111111111111111,0.10652912560872488
23,120,0.11333558727134578,0.05263157894736842,0.12445251461612131
33,75,0.11258876200052671,0.05263157894736842,0.11895738042024111
290,1,0.1111111111111111,0.1111111111111111,
243,1,0.1111111111111111,0.1111111111111111,
144,1,0.1111111111111111,0.1111111111111111,
201,1,0.1111111111111111,0.1111111111111111,
241,1,0.1111111111111111,0.1111111111111111,
110,1,0.1111111111111111,0.1111111111111111,
209,1,0.1111111111111111,0.1111111111111111,
310,1,0.1111111111111111,0.1111111111111111,
339,1,0.1111111111111111,0.1111111111111111,
331,1,0.1111111111111111,0.1111111111111111,
202,1,0.1111111111111111,0.1111111111111111,
267,1,0.1111111111111111,0.1111111111111111,
178,1,0.1111111111111111,0.1111111111111111,
157,1,0.1111111111111111,0.1111111111111111,
292,1,0.1111111111111111,0.1111111111111111,
284,1,0.1111111111111111,0.1111111111111111,
274,1,0.1111111111111111,0.1111111111111111,
272,1,0.1111111111111111,0.1111111111111111,
