topic,n,mean,median,std
83,25,0.31668832715272344,0.3333333333333333,0.16765196543139943
81,24,0.28183368489096045,0.29166666666666663,0.1686958680682304
77,35,0.23320831706501763,0.17647058823529413,0.14450063945315603
76,27,0.21520633044540852,0.17647058823529413,0.15369541531748138
69,45,0.20258369654654484,0.17647058823529413,0.14466971301538314
60,42,0.1750633001738707,0.17647058823529413,0.1284400342208434
73,35,0.1447003362748608,0.1111111111111111,0.1505043088756272
56,53,0.13950456051338112,0.1111111111111111,0.09177879277284888
68,44,0.13277752519238586,0.1111111111111111,0.11450769881263248
64,46,0.13143579323415103,0.1111111111111111,0.1153290081454259
78,32,0.1275112566956607,0.1111111111111111,0.11490956471478364
82,17,0.1255206933134451,0.05263157894736842,0.13633178513162694
30,102,0.11992238084935225,0.1111111111111111,0.11437249493895515
74,33,0.11802083938306848,0.05263157894736842,0.12474012736326308
44,80,0.11592707258341935,0.1111111111111111,0.09096409578135405
9,169,0.115104081703272,0.1111111111111111,0.10703124984042953
40,83,0.1148733219772796,0.1111111111111111,0.10691799069494025
18,149,0.11212372621249135,0.1111111111111111,0.08699047643869845
10,135,0.11186477589986361,0.1111111111111111,0.10535520582805945
17,156,0.11143809750620896,0.05263157894736842,0.11352663003844705
21,119,0.10937729064794133,0.1111111111111111,0.09892239453305086
38,98,0.10881753896854673,0.05263157894736842,0.12427506930928219
34,107,0.10217843490896933,0.1111111111111111,0.09426244245840928
36,103,0.10154455241473186,0.05263157894736842,0.09944155674256765
61,51,0.10039998111387657,0.1111111111111111,0.09176770283935974
8,205,0.09917920099147919,0.1111111111111111,0.0909683936689469
39,92,0.09656641069852807,0.1111111111111111,0.09223021597855385
25,103,0.09633127650651473,0.05263157894736842,0.10216833497178053
59,34,0.09629754894733952,0.1111111111111111,0.08991863158163406
63,49,0.09451675407004907,0.05263157894736842,0.09939472404330194
45,60,0.09359768198777486,0.05263157894736842,0.1047186742600628
33,100,0.09128949825544252,0.05263157894736842,0.10477750666810352
15,159,0.09122579849549883,0.05263157894736842,0.09763281533540044
80,33,0.09086218219345155,0.1111111111111111,0.07816423278120965
5,286,0.09036786293275934,0.05263157894736842,0.08948486250062074
49,63,0.08969689240218505,0.05263157894736842,0.11392827985830405
75,35,0.08944174160892428,0.05263157894736842,0.10530663933358206
46,76,0.08808915994837455,0.05263157894736842,0.10330355266416066
41,85,0.08724926503108983,0.05263157894736842,0.09795851901118678
62,48,0.08717821924091274,0.05263157894736842,0.0843745190593743
4,319,0.08623921776478626,0.05263157894736842,0.10128782191635463
47,50,0.08584623323013416,0.05263157894736842,0.09138026198470865
43,83,0.08466314025081603,0.05263157894736842,0.08528646481289252
53,47,0.08403413623754839,0.05263157894736842,0.07546434990020481
55,53,0.08256745266792583,0.05263157894736842,0.07920106243920576
14,163,0.08202439632286353,0.05263157894736842,0.10154268833521352
-1,3895,0.08036950272371568,0.05263157894736842,0.10008507304958031
16,163,0.08032441261942297,0.05263157894736842,0.07394324124737064
35,70,0.08026192933313675,0.05263157894736842,0.07680358320959589
20,130,0.07976370035193565,0.05263157894736842,0.07932158977976472
32,109,0.07941005148236666,0.05263157894736842,0.08133298828225127
29,107,0.07916035737134663,0.05263157894736842,0.07478470117651664
52,56,0.07845287237702099,0.05263157894736842,0.08116491498767377
48,63,0.07649297535778445,0.05263157894736842,0.07746457538846097
22,116,0.07627694150860587,0.05263157894736842,0.07791945973779006
24,112,0.07536918276082362,0.05263157894736842,0.07271387571429844
57,51,0.07509257572998239,0.05263157894736842,0.08404431951925057
67,45,0.07502962198524633,0.05263157894736842,0.08581131050953518
19,127,0.07497476128177476,0.05263157894736842,0.07387388183659145
50,63,0.07484124253990096,0.05263157894736842,0.07803507774740273
11,167,0.07304791861066309,0.05263157894736842,0.06964021850271494
51,59,0.07160098651414178,0.05263157894736842,0.08133226958439804
42,83,0.07079676740051986,0.0,0.1107095384119837
84,31,0.06977040957865885,0.05263157894736842,0.08782154184880027
0,1246,0.0691142277469298,0.05263157894736842,0.0803678076118915
72,40,0.06565832473340213,0.05263157894736842,0.0746585265905732
2,413,0.06475269263221196,0.05263157894736842,0.06365146468782044
1,412,0.06436890460493513,0.05263157894736842,0.06916673052371887
3,356,0.06317650261366127,0.05263157894736842,0.07200284805995077
28,113,0.0629719361739417,0.05263157894736842,0.08914765448470352
26,114,0.06069363725791948,0.05263157894736842,0.07339883956226434
13,164,0.060357358604545795,0.05263157894736842,0.06491756037512816
7,202,0.05968096809680968,0.05263157894736842,0.06776702072284703
58,53,0.059384958882593084,0.05263157894736842,0.06457347947795067
6,201,0.059002373752154266,0.05263157894736842,0.0696333568836123
23,118,0.05826776146081388,0.05263157894736842,0.07070459413488273
79,33,0.05721299684147981,0.05263157894736842,0.07346950931455812
31,105,0.05447442134748636,0.05263157894736842,0.06764316143604336
70,43,0.053247574019407835,0.05263157894736842,0.05948626358781432
66,45,0.051053013798111835,0.05263157894736842,0.06252446288832107
71,39,0.047886181013116,0.05263157894736842,0.05079740114485985
12,162,0.044371928975185486,0.0,0.06057396811801192
37,101,0.03869373005411996,0.0,0.050382974572864656
54,46,0.03220861189632222,0.0,0.04713040493325592
65,46,0.019981753189452743,0.0,0.03601299258454737
27,103,0.019541047555114707,0.0,0.03710583497293848
