community,n,mean,median,std
277.0,12,0.10806530214424952,0.1111111111111111,0.09700629836626985
76.0,43,0.10603400887078616,0.1111111111111111,0.10665491425312569
70.0,16,0.10490841073271415,0.08187134502923976,0.07999614445246973
312.0,5,0.10333677330581356,0.1111111111111111,0.07747105193679557
114.0,23,0.10330013012069816,0.05263157894736842,0.09802179019759553
176.0,8,0.10241443068455452,0.08187134502923976,0.09162022339295271
147.0,23,0.10214795300271139,0.05263157894736842,0.14051558732704605
127.0,27,0.10209710914905273,0.1111111111111111,0.09001014696272241
196.0,18,0.10196651760119252,0.05263157894736842,0.09848956677395733
295.0,6,0.10185185185185186,0.05555555555555555,0.12255846005758739
585.0,3,0.10087719298245613,0.05263157894736842,0.13179806316944492
330.0,10,0.1008513931888545,0.11455108359133127,0.09895426669236133
65.0,30,0.09929480564155486,0.1111111111111111,0.08729621145024614
11.0,212,0.09864246350387479,0.05263157894736842,0.10109986337416724
345.0,7,0.09803921568627451,0.1111111111111111,0.07307411691175783
328.0,10,0.0974888200894393,0.08187134502923976,0.07467165306560986
20.0,125,0.09667482431569119,0.05263157894736842,0.08816752988986315
270.0,6,0.09624756335282651,0.08187134502923976,0.08619740543837662
600.0,3,0.09586056644880174,0.1111111111111111,0.0892182798668552
333.0,8,0.09583548331613348,0.08187134502923976,0.09741221706861812
318.0,8,0.09576023391812866,0.05263157894736842,0.10248527583813967
138.0,21,0.09562479962745332,0.05263157894736842,0.10007999748052732
210.0,15,0.09511196291382049,0.05263157894736842,0.1274886737216807
258.0,3,0.09391124871001033,0.05263157894736842,0.07149848534856047
167.0,5,0.0932748538011696,0.05263157894736842,0.09602714910271994
276.0,13,0.09279325765393877,0.05263157894736842,0.07797121825030634
0.0,1116,0.09186594260997537,0.05263157894736842,0.08719536550355221
2.0,523,0.09163915241616524,0.05263157894736842,0.08955010719147151
209.0,12,0.09118077055383557,0.08187134502923976,0.07997944528169451
66.0,40,0.09071944567300605,0.05263157894736842,0.10035116167237164
40.0,72,0.09044141535756603,0.05263157894736842,0.08399190120885301
382.0,4,0.09027777777777778,0.05555555555555555,0.11866671868496571
75.0,38,0.09009785816450311,0.05263157894736842,0.08347747819477001
1.0,700,0.08996048621877901,0.05263157894736842,0.08920339901462535
55.0,46,0.08893573858575878,0.05263157894736842,0.12408907889729871
362.0,5,0.08888888888888888,0.1111111111111111,0.049690399499995326
383.0,2,0.08823529411764706,0.08823529411764706,0.12478354962115545
78.0,38,0.08750882624517951,0.05263157894736842,0.08683442619220878
112.0,25,0.08723426212590299,0.05263157894736842,0.11104193867749489
15.0,173,0.08711336991639072,0.05263157894736842,0.09425110696935364
314.0,10,0.08650670794633643,0.08187134502923976,0.08258663233034377
117.0,29,0.08648565294236267,0.05263157894736842,0.07329410797483726
161.0,12,0.08630747620685701,0.05263157894736842,0.08043498903322135
317.0,12,0.08611397775484464,0.08187134502923976,0.07734902732007448
154.0,12,0.08573414746015366,0.08187134502923976,0.0757572111061144
82.0,37,0.08455226566681674,0.05263157894736842,0.09723082286988169
101.0,28,0.08395682834537323,0.05263157894736842,0.07568734121157698
9.0,236,0.08330782506282322,0.05263157894736842,0.07928664964466062
3.0,523,0.08301660874339337,0.05263157894736842,0.07964761560878074
10.0,235,0.08217853770847645,0.05263157894736842,0.08542679682548479
96.0,33,0.08213567191895366,0.05263157894736842,0.0957271175110898
5.0,315,0.08194072950817753,0.05263157894736842,0.09611391806493236
198.0,10,0.08193154454764362,0.05263157894736842,0.09161622995586181
118.0,29,0.08189930539668983,0.05263157894736842,0.0999071117881875
461.0,2,0.08187134502923976,0.08187134502923976,0.04135127375359927
524.0,2,0.08187134502923976,0.08187134502923976,0.04135127375359927
418.0,2,0.08187134502923976,0.08187134502923976,0.04135127375359927
620.0,2,0.08187134502923976,0.08187134502923976,0.04135127375359927
480.0,6,0.08187134502923976,0.08187134502923976,0.03203055891843076
36.0,73,0.08167814109541918,0.05263157894736842,0.06915365789400969
308.0,11,0.08152734778121774,0.05263157894736842,0.06106333897896089
204.0,15,0.08135534915720674,0.05263157894736842,0.08659381593383261
184.0,13,0.08127596517689396,0.05263157894736842,0.09276686870124909
185.0,8,0.08108660130718955,0.05555555555555555,0.09690417302262595
6.0,302,0.08064424793967778,0.05263157894736842,0.08473780256745617
372.0,7,0.08034792864514227,0.1111111111111111,0.06552157556699259
187.0,13,0.08011828213066605,0.05263157894736842,0.0836235271698141
69.0,37,0.07974228098067107,0.05263157894736842,0.09361485735440048
27.0,102,0.07972557788165147,0.05263157894736842,0.08007730843683433
158.0,13,0.07966843957556032,0.05263157894736842,0.08064513005632762
100.0,27,0.07945699397367784,0.05263157894736842,0.06717689634174828
136.0,11,0.07926791131125496,0.05263157894736842,0.08736260409575002
56.0,45,0.07898750143332187,0.05263157894736842,0.07662263525029535
43.0,47,0.07886136910904713,0.05263157894736842,0.08371298854589707
244.0,19,0.07869389676461536,0.05263157894736842,0.07960277099947437
207.0,18,0.07839042049568365,0.05263157894736842,0.11827959689104553
14.0,189,0.07804236804433373,0.05263157894736842,0.09020512047625603
12.0,210,0.07796551369085646,0.05263157894736842,0.08391239578595368
22.0,88,0.07781960471588954,0.05263157894736842,0.09391983017357684
278.0,7,0.07769423558897241,0.05263157894736842,0.03125862478507887
145.0,17,0.0769542078957486,0.05263157894736842,0.07140872123148248
125.0,25,0.07674922600619195,0.05263157894736842,0.06622381697589141
639.0,3,0.07636738906088751,0.05263157894736842,0.09059806090273931
21.0,122,0.07633848765275451,0.05263157894736842,0.07371967592827162
74.0,27,0.07628593997703045,0.05263157894736842,0.09518677255043093
229.0,8,0.07615239078087375,0.05263157894736842,0.05414275571332714
329.0,13,0.07602339181286549,0.1111111111111111,0.04317199725214444
237.0,9,0.07560295073194971,0.05263157894736842,0.07165281381381722
104.0,30,0.0754656248464298,0.05263157894736842,0.100137829686809
148.0,25,0.07542827657378741,0.05263157894736842,0.07437415012474882
7.0,252,0.07533685989015489,0.05263157894736842,0.08451867747590004
90.0,33,0.0749027947170362,0.05263157894736842,0.07994913761653995
126.0,21,0.07488901993545956,0.05263157894736842,0.08824698463553562
144.0,17,0.07439952245087922,0.05263157894736842,0.07920206242495677
281.0,3,0.07407407407407407,0.1111111111111111,0.06415002990995841
451.0,3,0.07407407407407407,0.1111111111111111,0.06415002990995841
83.0,32,0.07402390780873754,0.05263157894736842,0.08161794086307908
319.0,13,0.07393294699796248,0.1111111111111111,0.06814394489791264
192.0,21,0.07389388503939587,0.05263157894736842,0.08070681440688121
132.0,32,0.07307791537667699,0.05263157894736842,0.07503042873920865
422.0,7,0.0729765590446705,0.05263157894736842,0.07451503108064698
249.0,14,0.07290284534866578,0.05263157894736842,0.07036462389243384
24.0,115,0.07270627549265321,0.05263157894736842,0.09290238630839101
171.0,17,0.07266941864465085,0.05263157894736842,0.09228604263124679
565.0,3,0.07212475633528265,0.05263157894736842,0.033763173636820215
342.0,7,0.0719937097646076,0.05263157894736842,0.06466804082143196
131.0,28,0.0716435697085852,0.05263157894736842,0.07664159859770474
294.0,14,0.07157599882058086,0.05263157894736842,0.05832108879426024
122.0,30,0.07148958998804199,0.05263157894736842,0.09885923705831097
215.0,12,0.07140809540190345,0.05263157894736842,0.07535837813039621
201.0,11,0.07089470556962817,0.05263157894736842,0.05996937768201255
134.0,16,0.0705140608875129,0.05263157894736842,0.06856323735114091
465.0,8,0.07043343653250775,0.05263157894736842,0.06936149361956984
50.0,56,0.06999883286647993,0.05263157894736842,0.07084537970358774
62.0,36,0.06999388449336849,0.05263157894736842,0.06106151102804561
79.0,34,0.06986793685482448,0.05263157894736842,0.09807601703730091
221.0,8,0.0695734434124527,0.05263157894736842,0.06026105543876249
217.0,12,0.06920077972709551,0.02631578947368421,0.09807183604839269
164.0,14,0.0684001670843776,0.05263157894736842,0.06806838843932975
8.0,248,0.06784062662982566,0.05263157894736842,0.07287557041879572
388.0,4,0.06725146198830409,0.05263157894736842,0.029239766081871343
54.0,51,0.06691420978436094,0.05263157894736842,0.08082272780451288
156.0,23,0.06628677405363366,0.05263157894736842,0.06711108399531422
458.0,7,0.06447491277212639,0.05263157894736842,0.0701239485963747
193.0,12,0.06441348469212246,0.05263157894736842,0.05413800290119317
398.0,7,0.06363949088407293,0.05263157894736842,0.0625138694371732
252.0,13,0.0635071842502183,0.05263157894736842,0.05193609237644932
307.0,10,0.06301169590643274,0.05263157894736842,0.07873786969864208
191.0,21,0.06273445050534834,0.05263157894736842,0.07569333698933281
140.0,20,0.06271929824561404,0.05263157894736842,0.07452427877386705
205.0,7,0.061821219715956555,0.05263157894736842,0.038769936773406496
253.0,16,0.06122076023391813,0.05263157894736842,0.08031959370410807
371.0,9,0.06119328823147193,0.05263157894736842,0.0543557682262216
315.0,10,0.060921912624699,0.05263157894736842,0.057541062215758186
42.0,51,0.05953513156208475,0.05263157894736842,0.06490344563871357
325.0,14,0.058970956803774136,0.05263157894736842,0.05270627733389717
288.0,15,0.05893819516110537,0.05263157894736842,0.054947596685537343
615.0,3,0.05882352941176471,0.0,0.10188534162169867
290.0,9,0.05831708901884341,0.0,0.08613470212587018
153.0,20,0.05797643618851049,0.0,0.08003350278940563
423.0,4,0.05727554179566564,0.02631578947368421,0.08324662328017804
289.0,4,0.05727554179566564,0.02631578947368421,0.08324662328017804
183.0,4,0.05727554179566564,0.02631578947368421,0.08324662328017804
52.0,40,0.05722609219126247,0.0,0.08554787196443228
291.0,10,0.057163742690058486,0.05263157894736842,0.07691920482555838
61.0,34,0.05702260264270827,0.05263157894736842,0.05574094046233121
268.0,12,0.05670221304896228,0.02631578947368421,0.0700217950992274
485.0,6,0.05670221304896228,0.02631578947368421,0.07343947826482705
159.0,18,0.05650632572717196,0.05263157894736842,0.06870672584805611
434.0,5,0.0563467492260062,0.05263157894736842,0.07212359873059014
428.0,9,0.0559951075946948,0.05263157894736842,0.0643761641359937
170.0,17,0.05598555211558307,0.05263157894736842,0.06405228527237299
203.0,8,0.055684554523563815,0.05263157894736842,0.06209628460479008
124.0,16,0.055684554523563815,0.05263157894736842,0.05999071031644107
106.0,33,0.05563113070853009,0.05263157894736842,0.05894209807075285
379.0,2,0.05555555555555555,0.05555555555555555,0.07856742013183861
538.0,2,0.05555555555555555,0.05555555555555555,0.07856742013183861
621.0,2,0.05555555555555555,0.05555555555555555,0.07856742013183861
704.0,2,0.05555555555555555,0.05555555555555555,0.07856742013183861
450.0,2,0.05555555555555555,0.05555555555555555,0.07856742013183861
431.0,6,0.05555555555555555,0.05555555555555555,0.06085806194501846
688.0,2,0.05555555555555555,0.05555555555555555,0.07856742013183861
456.0,5,0.05497076023391813,0.05263157894736842,0.055570942775226194
194.0,11,0.05485192482096506,0.05263157894736842,0.0519730467811942
271.0,8,0.05482456140350877,0.05263157894736842,0.05145225661763168
472.0,3,0.05458089668615984,0.05263157894736842,0.0555811985551004
445.0,6,0.05458089668615984,0.05263157894736842,0.04971333529604703
535.0,3,0.05458089668615984,0.05263157894736842,0.0555811985551004
343.0,7,0.05430242272347535,0.05263157894736842,0.04538783893052097
269.0,7,0.05430242272347535,0.05263157894736842,0.04538783893052097
504.0,4,0.054093567251461985,0.05263157894736842,0.04539232367327491
589.0,5,0.05380116959064327,0.05263157894736842,0.03931634225490435
337.0,5,0.05380116959064327,0.05263157894736842,0.03931634225490435
39.0,49,0.05345296013142099,0.05263157894736842,0.07066233714924465
174.0,21,0.05339738234475076,0.05263157894736842,0.06362861164994305
1116.0,1,0.05263157894736842,0.05263157894736842,
836.0,2,0.05263157894736842,0.05263157894736842,0.0
869.0,2,0.05263157894736842,0.05263157894736842,0.0
917.0,1,0.05263157894736842,0.05263157894736842,
994.0,1,0.05263157894736842,0.05263157894736842,
846.0,1,0.05263157894736842,0.05263157894736842,
1010.0,1,0.05263157894736842,0.05263157894736842,
444.0,1,0.05263157894736842,0.05263157894736842,
436.0,2,0.05263157894736842,0.05263157894736842,0.0
1476.0,1,0.05263157894736842,0.05263157894736842,
746.0,1,0.05263157894736842,0.05263157894736842,
1597.0,1,0.05263157894736842,0.05263157894736842,
2207.0,1,0.05263157894736842,0.05263157894736842,
636.0,1,0.05263157894736842,0.05263157894736842,
1963.0,1,0.05263157894736842,0.05263157894736842,
571.0,2,0.05263157894736842,0.05263157894736842,0.0
631.0,1,0.05263157894736842,0.05263157894736842,
2155.0,1,0.05263157894736842,0.05263157894736842,
797.0,1,0.05263157894736842,0.05263157894736842,
1342.0,1,0.05263157894736842,0.05263157894736842,
781.0,1,0.05263157894736842,0.05263157894736842,
1427.0,1,0.05263157894736842,0.05263157894736842,
1441.0,1,0.05263157894736842,0.05263157894736842,
1824.0,1,0.05263157894736842,0.05263157894736842,
2111.0,1,0.05263157894736842,0.05263157894736842,
1757.0,1,0.05263157894736842,0.05263157894736842,
1772.0,1,0.05263157894736842,0.05263157894736842,
587.0,1,0.05263157894736842,0.05263157894736842,
2081.0,1,0.05263157894736842,0.05263157894736842,
561.0,1,0.05263157894736842,0.05263157894736842,
584.0,2,0.05263157894736842,0.05263157894736842,0.0
2080.0,1,0.05263157894736842,0.05263157894736842,
616.0,1,0.05263157894736842,0.05263157894736842,
510.0,2,0.05263157894736842,0.05263157894736842,0.0
506.0,1,0.05263157894736842,0.05263157894736842,
986.0,1,0.05263157894736842,0.05263157894736842,
1020.0,1,0.05263157894736842,0.05263157894736842,
982.0,1,0.05263157894736842,0.05263157894736842,
937.0,1,0.05263157894736842,0.05263157894736842,
2015.0,1,0.05263157894736842,0.05263157894736842,
1760.0,1,0.05263157894736842,0.05263157894736842,
677.0,2,0.05263157894736842,0.05263157894736842,0.0
666.0,1,0.05263157894736842,0.05263157894736842,
1059.0,1,0.05263157894736842,0.05263157894736842,
1070.0,1,0.05263157894736842,0.05263157894736842,
1072.0,1,0.05263157894736842,0.05263157894736842,
876.0,2,0.05263157894736842,0.05263157894736842,0.0
1137.0,1,0.05263157894736842,0.05263157894736842,
1055.0,1,0.05263157894736842,0.05263157894736842,
1054.0,1,0.05263157894736842,0.05263157894736842,
2072.0,1,0.05263157894736842,0.05263157894736842,
2134.0,1,0.05263157894736842,0.05263157894736842,
521.0,1,0.05263157894736842,0.05263157894736842,
1884.0,1,0.05263157894736842,0.05263157894736842,
190.0,1,0.05263157894736842,0.05263157894736842,
653.0,1,0.05263157894736842,0.05263157894736842,
660.0,1,0.05263157894736842,0.05263157894736842,
255.0,1,0.05263157894736842,0.05263157894736842,
1647.0,1,0.05263157894736842,0.05263157894736842,
768.0,1,0.05263157894736842,0.05263157894736842,
818.0,1,0.05263157894736842,0.05263157894736842,
1417.0,1,0.05263157894736842,0.05263157894736842,
1376.0,1,0.05263157894736842,0.05263157894736842,
340.0,2,0.05263157894736842,0.05263157894736842,0.0
1603.0,1,0.05263157894736842,0.05263157894736842,
1663.0,1,0.05263157894736842,0.05263157894736842,
689.0,1,0.05263157894736842,0.05263157894736842,
742.0,1,0.05263157894736842,0.05263157894736842,
1537.0,1,0.05263157894736842,0.05263157894736842,
1690.0,1,0.05263157894736842,0.05263157894736842,
1531.0,1,0.05263157894736842,0.05263157894736842,
718.0,2,0.05263157894736842,0.05263157894736842,0.0
1222.0,1,0.05263157894736842,0.05263157894736842,
764.0,1,0.05263157894736842,0.05263157894736842,
414.0,1,0.05263157894736842,0.05263157894736842,
1594.0,1,0.05263157894736842,0.05263157894736842,
1635.0,1,0.05263157894736842,0.05263157894736842,
700.0,1,0.05263157894736842,0.05263157894736842,
1609.0,1,0.05263157894736842,0.05263157894736842,
121.0,18,0.052364025532240184,0.05263157894736842,0.05666971124023193
58.0,41,0.05171914722243198,0.05263157894736842,0.073000372709259
304.0,9,0.05116959064327485,0.05263157894736842,0.07906910691806994
352.0,9,0.05091159270725834,0.0,0.07457880964230033
272.0,12,0.05028093108588464,0.05263157894736842,0.05202270637908822
60.0,12,0.050194931773879146,0.05263157894736842,0.049962341497871585
224.0,10,0.04912280701754386,0.05263157894736842,0.048553275037366825
115.0,29,0.048978090933893215,0.0,0.0674681011520764
68.0,10,0.04853801169590643,0.05263157894736842,0.04080085476124957
165.0,10,0.04853801169590643,0.05263157894736842,0.04080085476124957
327.0,8,0.04837461300309598,0.05263157894736842,0.05794255216097186
219.0,8,0.04837461300309598,0.05263157894736842,0.057942552160971855
220.0,11,0.048339431466366455,0.0,0.08571950054549428
251.0,17,0.048159614723082216,0.05263157894736842,0.04753280856386629
250.0,9,0.04808317089018843,0.05263157894736842,0.04324894294801908
483.0,9,0.04808317089018843,0.05263157894736842,0.043248942948019085
313.0,14,0.0472750503710256,0.05263157894736842,0.0543454878341448
119.0,31,0.04647291853923233,0.05263157894736842,0.05524695437580316
155.0,24,0.046382295608301795,0.02631578947368421,0.05773076016304185
248.0,7,0.04594820384294068,0.05263157894736842,0.03796346789474273
378.0,5,0.04582043343653251,0.0,0.07650880833774186
182.0,12,0.045321637426900575,0.05263157894736842,0.04619008120438462
202.0,11,0.04528254683053445,0.05263157894736842,0.05657939590732099
355.0,6,0.04483430799220273,0.05263157894736842,0.04146139718096037
484.0,6,0.04483430799220273,0.05263157894736842,0.04146139718096037
500.0,4,0.04411764705882353,0.0,0.08823529411764706
543.0,4,0.04411764705882353,0.0,0.08823529411764706
391.0,10,0.043859649122807015,0.02631578947368421,0.050925342992643785
97.0,21,0.04344193817878028,0.05263157894736842,0.03733410593355124
395.0,5,0.04327485380116959,0.05263157894736842,0.04615809885537103
532.0,5,0.04327485380116959,0.05263157894736842,0.046158098855371026
241.0,12,0.04305698887742232,0.0,0.07080873575072408
283.0,10,0.04269005847953216,0.05263157894736842,0.034547498216940184
263.0,8,0.04252665978672171,0.0,0.06738958830775918
302.0,9,0.04223521767381416,0.05263157894736842,0.04602619474899647
373.0,12,0.0419963306960211,0.0,0.060459671937456466
413.0,8,0.041666666666666664,0.0,0.05750546327852952
228.0,4,0.04093567251461988,0.02631578947368421,0.052955468644078456
256.0,12,0.04093567251461988,0.02631578947368421,0.04790002366086509
471.0,4,0.04093567251461988,0.02631578947368421,0.052955468644078456
172.0,17,0.04093567251461988,0.05263157894736842,0.036344452908351026
426.0,4,0.04093567251461988,0.02631578947368421,0.052955468644078456
406.0,8,0.04093567251461988,0.02631578947368421,0.049027237263562944
336.0,4,0.04093567251461988,0.02631578947368421,0.052955468644078456
334.0,8,0.0402046783625731,0.05263157894736842,0.03872002458015444
105.0,36,0.0401115124412338,0.02631578947368421,0.05574646238357592
528.0,4,0.039473684210526314,0.05263157894736842,0.02631578947368421
73.0,26,0.039361223571749884,0.05263157894736842,0.03978526170787834
280.0,7,0.03926482873851295,0.0,0.05270887606487033
216.0,14,0.03842940685045948,0.05263157894736842,0.0398423685264393
306.0,14,0.03842940685045948,0.05263157894736842,0.039842368526439305
419.0,6,0.038183694530443756,0.0,0.07094220809453053
273.0,10,0.038011695906432746,0.02631578947368421,0.04540278635030064
238.0,13,0.03778677462887989,0.0,0.047245248407835824
