community,n,mean,median,std
175.0,2,0.4358974358974359,0.4358974358974359,0.14504754485877897
211.0,2,0.29166666666666663,0.29166666666666663,0.05892556509887893
368.0,7,0.26942355889724307,0.3333333333333333,0.10335307520416274
234.0,8,0.26339285714285715,0.3333333333333333,0.17245036327585606
583.0,1,0.25,0.25,
167.0,1,0.25,0.25,
45.0,14,0.23199191957484747,0.25,0.10961220962673773
77.0,9,0.231086451674687,0.17647058823529413,0.15246655659320596
49.0,22,0.229855627688445,0.21323529411764708,0.16744272110897004
150.0,16,0.22705046931053122,0.2549019607843137,0.15795792164299116
233.0,13,0.2265580996231151,0.17647058823529413,0.2423689744093773
109.0,14,0.22639757657448945,0.21323529411764708,0.16080628013543607
142.0,11,0.21643415064467694,0.1111111111111111,0.17181622797224655
133.0,12,0.21515657545069308,0.21323529411764708,0.19073408233291522
135.0,18,0.20920151686405555,0.17647058823529413,0.1498102434243156
59.0,25,0.2061219791560349,0.17647058823529413,0.12964222651111437
94.0,20,0.20329084400291828,0.17647058823529413,0.1770931802661993
72.0,17,0.19552530069740048,0.17647058823529413,0.15923495342412144
508.0,2,0.19298245614035087,0.19298245614035087,0.1984861140172765
30.0,58,0.19227955270711755,0.17647058823529413,0.15334811863451075
123.0,22,0.19171592081808803,0.17647058823529413,0.10500776825288566
260.0,11,0.18722832035525536,0.25,0.11646933183379796
26.0,83,0.18722370173375433,0.17647058823529413,0.15562446705734953
93.0,11,0.1860511349675436,0.17647058823529413,0.14447620156947993
103.0,27,0.18431063133505513,0.17647058823529413,0.16570666347438
149.0,14,0.18238874497167287,0.17647058823529413,0.16203840192510188
179.0,6,0.1803405572755418,0.17647058823529413,0.07219333632421684
81.0,26,0.17973336433088755,0.17647058823529413,0.10235675226035727
130.0,6,0.17954403983815748,0.1437908496732026,0.14737050076329516
38.0,41,0.17936058923750534,0.1111111111111111,0.15275195252637563
110.0,16,0.1784908042164234,0.17647058823529413,0.138911794681679
51.0,32,0.17787867930573037,0.1111111111111111,0.14773174327280128
600.0,1,0.17647058823529413,0.17647058823529413,
151.0,2,0.17647058823529413,0.17647058823529413,0.0
1922.0,1,0.17647058823529413,0.17647058823529413,
265.0,1,0.17647058823529413,0.17647058823529413,
206.0,1,0.17647058823529413,0.17647058823529413,
1884.0,1,0.17647058823529413,0.17647058823529413,
504.0,1,0.17647058823529413,0.17647058823529413,
475.0,5,0.17058823529411765,0.17647058823529413,0.10220323737584738
157.0,19,0.16979820552413022,0.1111111111111111,0.1395380384657581
63.0,21,0.1685081139968358,0.1111111111111111,0.15370505755073846
71.0,10,0.16605975723622782,0.1111111111111111,0.11822074607748048
176.0,4,0.16389318885448917,0.17647058823529413,0.08187370500785855
232.0,9,0.16385956091838447,0.1111111111111111,0.16206171707266864
163.0,12,0.15661908038069028,0.17647058823529413,0.10116672994031639
57.0,17,0.1558661648353872,0.17647058823529413,0.11645952188159861
326.0,7,0.1527593493537766,0.17647058823529413,0.0834881733507099
116.0,9,0.1521805603332951,0.17647058823529413,0.08385473277719677
188.0,10,0.15166838665290677,0.17647058823529413,0.10401202069424684
285.0,9,0.1514161220043573,0.17647058823529413,0.0783590011962757
487.0,2,0.1513157894736842,0.1513157894736842,0.13956054891839753
67.0,33,0.1495455868520884,0.1111111111111111,0.1225831334816182
85.0,22,0.14853253901241517,0.1111111111111111,0.11961664266267458
47.0,39,0.14851659546825063,0.1111111111111111,0.13097840223267218
345.0,5,0.1458204334365325,0.17647058823529413,0.11466686266802711
108.0,22,0.1457688338493292,0.17647058823529413,0.1022833542610516
330.0,9,0.14424405239678717,0.17647058823529413,0.130431776076812
198.0,7,0.14383999213720575,0.1111111111111111,0.14355617337413706
387.0,2,0.1437908496732026,0.1437908496732026,0.04621612948931685
80.0,28,0.14366009561719426,0.1111111111111111,0.12450293728836033
23.0,99,0.14146703542988373,0.1111111111111111,0.11613355464172184
173.0,7,0.13847117794486216,0.1111111111111111,0.11489006440983592
